조사년도,법인명,대표학교코드,대표학교명,대학구분,학교구분,지역,설립구분,관련법령,성별,주야구분,우편번호,주소,학교개교일,학교홈페이지,총장명,학교대표전화번호,학교대표팩스번호,학교상태
2017,경남도립거창대학 법인,402,경남도립거창대학,전문대학,전문대학(2년제),경남,공립,고등교육법,남녀공학,주간,50147,"경상남도 거창군 거창읍 거창대학로 72 (대평리, 경남도립거창대학)",19960301,www.gc.ac.kr,김정기,055-254-2800,055-254-2718,기존
2017,경남도립남해대학 법인,403,경남도립남해대학,전문대학,전문대학(2년제),경남,공립,고등교육법,남녀공학,주간,52422,"경상남도 남해군 남해읍 화전로78번길 30 (남변리, 경남도립남해대학)",19960307,www.namhae.ac.kr,홍덕수,055-254-2400,055-254-2419,기존
2017,경북과학대학,456,경북과학대학교,전문대학,전문대학(2년제),경북,사립,고등교육법,남녀공학,주야간,39913,"경상북도 칠곡군 기산면 지산로 634 (봉산리, 경북과학대학교)",19930315,www.kbsc.ac.kr,장재현,054-979-9001,054-979-9130,기존
2017,경북도립대학 법인,405,경북도립대학교,전문대학,전문대학(2년제),경북,공립,고등교육법,남녀공학,주야간,36830,"경상북도 예천군 예천읍 도립대학길 114 (청복리, 경북도립대학교)",19961226,www.gpc.ac.kr,김용대,054-650-0128,054-650-0129,기존
2017,양산학원,438,경북보건대학교,전문대학,전문대학(2년제),경북,사립,고등교육법,남녀공학,주간,39525,"경상북도 김천시 대학로 168 (삼락동, 경북보건대학교)",19980501,www.gch.ac.kr,이은직,054-420-9200,054-430-4477,기존
2017,계명대학교,425,계명문화대학교,전문대학,전문대학(2년제),대구,사립,고등교육법,남녀공학,주야간,42601,"대구광역시 달서구 달서대로 675 (신당동, 계명문화대학)",19620227,www.kmcu.ac.kr,박명호,053-589-7744,053-589-7400,기존
2017,계원학원,426,계원예술대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주간,16038,"경기도 의왕시 계원대학로 66 (내손동, 계원예술대학교)",19930301,www.kaywon.ac.kr,권영걸,031-420-1700,031-420-1729,기존
2017,구미교육재단,430,구미대학교,전문대학,전문대학(2년제),경북,사립,고등교육법,남녀공학,주야간,39213,"경상북도 구미시 야은로 37 (부곡동, 구미대학교)",19911130,www.gumi.ac.kr,정창주,054-440-1114,054-442-8953,기존
2017,국제대학,549,국제대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주야간,17731,"경기도 평택시 장안웃길 56 (장안동, 국제대학교)",19970301,www.kookje.ac.kr,장기원,031-610-8000,031-668-4900,기존
2017,중암학원,442,대경대학교,전문대학,전문대학(2년제),경북,사립,고등교육법,남녀공학,주야간,38547,"경상북도 경산시 자인면 단북1길 65 (단북리, 대경대학)",19921211,www.tk.ac.kr,이채영,053-850-1000,053-850-1214,기존
2017,대구학원,443,대구공업대학교,전문대학,전문대학(2년제),대구,사립,고등교육법,남녀공학,주간,42734,"대구광역시 달서구 송현로 205 (본동, 대구공업대학)",19760320,www.ttc.ac.kr,이별나,053-527-0501-5,053-527-0506,기존
2017,한별학숙,446,대구과학대학교,전문대학,전문대학(2년제),대구,사립,고등교육법,남녀공학,주야간,41453,"대구광역시 북구 영송로 47 (태전동, 대구과학대학)",19600509,www.tsu.ac.kr,박준,053-320-1114,053-320-1045,기존
2017,창성학원,546,대덕대학교,전문대학,전문대학(2년제),대전,사립,고등교육법,남녀공학,주야간,34111,"대전광역시 유성구 가정북로 68 (장동, 대덕대학)",19801211,www.ddc.ac.kr,김상인,"042-866-0200,0288",042-866-0445,기존
2017,화봉학원,447,대동대학교,전문대학,전문대학(2년제),부산,사립,고등교육법,남녀공학,주야간,46270,"부산광역시 금정구 동부곡로27번길 88 (부곡동, 대동대학교)",19710306,www.daedong.ac.kr,윤진한,051-518-5444,051-514-5847,기존
2017,민송학원,449,대원대학교,전문대학,전문대학(2년제),충북,사립,고등교육법,남녀공학,주야간,27135,"충청북도 제천시 대학로 316 (신월동, 대원대학)",19950301,www.daewon.ac.kr,이원탁,043-645-9171,043-645-9170,기존
2017,학교법인 대전과학기술대학교,453,대전과학기술대학교,전문대학,전문대학(2년제),대전,사립,고등교육법,남녀공학,주간,35408,"대전광역시 서구 혜천로 100 (복수동, 대전과학기술대학교)",19400415,www.dst.ac.kr,김은기,042-580-6114,042-580-6159,기존
2017,청운학원,451,대전보건대학교,전문대학,전문대학(2년제),대전,사립,고등교육법,남녀공학,주야간,34504,"대전광역시 동구 충정로 21 (가양동, 대전보건대학)",19771203,www.hit.ac.kr,서중석,042-670-9000,042-670-9049,기존
2017,후성학원,460,동강대학교,전문대학,전문대학(2년제),광주,사립,고등교육법,남녀공학,주야간,61200,"광주광역시 북구 동문대로 50 (풍향동, 동강대학)",19760124,www.dkc.ac.kr,김동옥,062-520-2212,062-520-2216,기존
2017,학산학원,450,동서울대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주야간,13117,"경기도 성남시 수정구 복정로 76 (복정동, 동서울대학)",19780315,www.du.ac.kr,유광섭,031-720-2011,031-720-2947,기존
2017,동원교육재단,509,동원과학기술대학교,전문대학,전문대학(2년제),경남,사립,고등교육법,남녀공학,주야간,50578,"경상남도 양산시 명곡로 321 (명곡동, 동원과학기술대학교)",19910318,www.dist.ac.kr,장호익,055-370-8100,055-386-2000,기존
2017,동의학원,466,동의과학대학교,전문대학,전문대학(2년제),부산,사립,고등교육법,남녀공학,주야간,47230,"부산광역시 부산진구 양지로 54 (양정동, 동의과학대학)",19721214,www.dit.ac.kr,김영도,051-860-0011~3,051-860-3270,기존
2017,두원학원,469,두원공과대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주야간,17520,"경기도 안성시 죽산면 관음당길 51 (장원리, 두원공과대학교)",19940301,www.doowon.ac.kr,이해구,031-8056-7000,031-8056-7100,기존
2017,남북학원,475,문경대학교,전문대학,전문대학(2년제),경북,사립,고등교육법,남녀공학,주야간,36930,경상북도 문경시 호계면 대학길 161 (별암리),19951227,www.mkc.ac.kr,신영국,054-559-1114,054-559-1059,기존
2017,백석대학교,543,백석문화대학교,전문대학,전문대학(2년제),충남,사립,고등교육법,남녀공학,주야간,31065,"충청남도 천안시 동남구 문암로 58 (안서동, 백석문화대학교)",19940301,www.bscu.ac.kr,장종현,041-550-0700,041-550-9113,기존
2017,백암학원,477,백제예술대학교,전문대학,전문대학(2년제),전북,사립,고등교육법,남녀공학,주간,55313,"전라북도 완주군 봉동읍 백제대학로 171 (제내리, 백제예술대학)",19911130,www.paekche.ac.kr,이기훈,063-260-9114,063-263-3607,기존
2017,화신학원,479,부산경상대학교,전문대학,전문대학(2년제),부산,사립,고등교육법,남녀공학,주야간,47583,"부산광역시 연제구 고분로 170 (연산동, 부산경상대학)",19791115,www.bsks.ac.kr,총장 한백용,051-850-1000,051-850-1133,기존
2017,중앙학원,481,부산과학기술대학교,전문대학,전문대학(2년제),부산,사립,고등교육법,남녀공학,주야간,46639,"부산광역시 북구 시랑로132번길 88 (구포동, 부산과학기술대학교)",19761231,www.bist.ac.kr,강기성,051-334-6666,051-330-7027,기존
2017,혜화학원(전문),480,부산여자대학교,전문대학,전문대학(2년제),부산,사립,고등교육법,여자,주야간,47228,"부산광역시 부산진구 진남로 506 (양정동, 부산여자대학)",19790101,www.bwc.ac.kr,왕세창,051)852-0081~5,051)867-4705,기존
2017,원곡학원,561,부산예술대학교,전문대학,전문대학(2년제),부산,사립,고등교육법,남녀공학,주간,48429,"부산광역시 남구 못골번영로71번길 74 (대연동, 부산예술대학)",19990301,www.busanarts.ac.kr,안원철 총장,051-628-3991,051-628-2719,기존
2017,한길학원,482,부천대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주야간,14632,"경기도 부천시 원미구 신흥로56번길 25 (심곡동, 부천대학)",19790308,www.bc.ac.kr,한정석,032-610-0515,032-610-0519,기존
2017,상지학원,485,상지영서대학교,전문대학,전문대학(2년제),강원,사립,고등교육법,남녀공학,주야간,26339,"강원도 원주시 상지대길 84 (우산동, 상지영서대학교)",19730310,www.sy.ac.kr,이경행,033-744-4150,033-744-1333,기존
2017,세방학원,490,서일대학교,전문대학,전문대학(2년제),서울,사립,고등교육법,남녀공학,주야간,2192,"서울특별시 중랑구 용마산로90길 28 (면목동, 서일대학)",19741221,www.seoil.ac.kr,우태희(직무대리),02-490-7351,02-490-7348,기존
2017,세경학원,515,세경대학교,전문대학,전문대학(2년제),강원,사립,고등교육법,남녀공학,주야간,26239,"강원도 영월군 영월읍 하송로 197 (하송리, 세경대학)",19931118,www.saekyung.ac.kr,최석식,033-371-3000,033-371-3029,기존
2017,송곡학원,567,송곡대학교,전문대학,전문대학(2년제),강원,사립,고등교육법,남녀공학,주야간,24465,"강원도 춘천시 남산면 송곡대학길 34 (창촌리, 송곡대학교)",20021119,www.songgok.ac.kr,왕표순,033-260-3600,033-261-4599,기존
2017,송호학원,564,송호대학교,전문대학,전문대학(2년제),강원,사립,고등교육법,남녀공학,주야간,25242,"강원도 횡성군 횡성읍 남산로 210 (남산리, 송호대학교)",19991220,www.songho.ac.kr,이기평,033-340-1032,033-340-1006,기존
2017,수원인제학원,496,수원여자대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,여자,주야간,16632,"경기도 수원시 권선구 온정로 72 (오목천동, 수원여자대학)",19690301,www.swc.ac.kr,손경상,031-290-8042,031-290-8297,기존
2017,순천성심학원,498,순천제일대학교,전문대학,전문대학(2년제),전남,사립,고등교육법,남녀공학,주야간,57997,"전라남도 순천시 제일대학길 17 (덕월동, 순천제일대학)",19790301,www.suncheon.ac.kr,김지환,061-740-1393,061-743-5106,기존
2017,숭의학원,500,숭의여자대학교,전문대학,전문대학(2년제),서울,사립,고등교육법,여자,주야간,4628,"서울특별시 중구 소파로2길 10 (예장동, 숭의여자대학)",19031031,www.sewc.ac.kr,윤승진,02-3708-9052,02-773-2625,기존
2017,신구학원,501,신구대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주야간,13174,"경기도 성남시 중원구 광명로 377 (금광동, 신구대학)",19731219,www.shingu.ac.kr,이숭겸,031-740-1114,031-734-0905,기존
2017,순효학원,506,신안산대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주야간,15435,"경기도 안산시 단원구 신안산대학로 135 (초지동, 신안산대학교)",19940430,www.sau.ac.kr,강성락,031-490-6000,031-495-7828,기존
2017,대우학원,454,아주자동차대학,전문대학,전문대학(2년제),충남,사립,고등교육법,남녀공학,주간,33415,"충청남도 보령시 주포면 대학길 106 (관산리, 아주자동차대학)",19941117,motor.ac.kr,신성호,041-939-3008,041-939-3457,기존
2017,동신교육재단,510,여주대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주야간,12652,"경기도 여주시 세종로 338 (교동, 여주대학교)",19930301,www.yit.ac.kr,윤준호,031-880-5000,031-883-5113,기존
2017,엘지연암학원,512,연암대학교,전문대학,전문대학(2년제),충남,사립,고등교육법,남녀공학,주야간,31005,"충청남도 천안시 서북구 성환읍 연암로 313 (수향리, 천안연암대학)",19770119,www.yonam.ac.kr,육근열,041-580-1114,041-581-0401,기존
2017,경북학원,418,영남외국어대학,전문대학,전문대학(2년제),경북,사립,고등교육법,남녀공학,주야간,38695,"경상북도 경산시 남천면 남천로 780-9 (협석리, 영남외국어대학)",19950301,www.yflc.ac.kr,장영아,053-810-0100,053-810-0199,기존
2017,영남학원,513,영남이공대학교,전문대학,전문대학(2년제),대구,사립,고등교육법,남녀공학,주야간,42415,"대구광역시 남구 현충로 170 (대명동, 영남이공대학)",19680215,www.ync.ac.kr,이호성,053-650-9114,053-624-7871,기존
2017,영진교육재단,517,영진전문대학,전문대학,전문대학(2년제),대구,사립,고등교육법,남녀공학,주야간,41527,"대구광역시 북구 복현로 35 (복현동, 영진전문대학)",19770312,www.yjc.ac.kr,최재영,053-940-5132,053-939-1050,기존
2017,유한학원,524,유한대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주야간,14780,"경기도 부천시 소사구 경인로 590 (괴안동, 유한대학)",19780318,www.yuhan.ac.kr,이 권 현,02-2610-0600,02-2614-6398,기존
2017,인덕학원,525,인덕대학교,전문대학,전문대학(2년제),서울,사립,고등교육법,남녀공학,주야간,1878,"서울특별시 노원구 초안산로 12 (월계동, 인덕대학)",19711223,www.induk.ac.kr,이우권,02-950-7000,02-906-5340,기존
2017,재능학원,455,인천재능대학교,전문대학,전문대학(2년제),인천,사립,고등교육법,남녀공학,주간,22573,"인천광역시 동구 재능로 178 (송림동, 재능대학)",19701216,www.jeiu.ac.kr,이기우,032-890-7000,032-890-7065,기존
2017,서림학원,527,장안대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주야간,18331,"경기도 화성시 봉담읍 삼천병마로 1182 (상리, 장안대학)",19790310,www.jangan.ac.kr,우완기 ,031-299-3000,031-227-1953,기존
2017,우암학원,529,전남과학대학교,전문대학,전문대학(2년제),전남,사립,고등교육법,남녀공학,주야간,57500,전라남도 곡성군 옥과면 대학로 113 (옥과리),19901219,www.cntu.ac.kr,조성수,061-360-5000,061-363-5020,기존
2017,전남도립대학 법인,562,전남도립대학교,전문대학,전문대학(2년제),전남,공립,고등교육법,남녀공학,주간,57337,"전라남도 담양군 담양읍 죽녹원로 152 (향교리, 전남도립대학)",19980313,www.dorip.ac.kr,김왕복,061-380-8413,061-381-9100,기존
2017,전북과학대학,531,전북과학대학교,전문대학,전문대학(2년제),전북,사립,고등교육법,남녀공학,주야간,56204,"전라북도 정읍시 정읍사로 509 (시기동, 전북과학대학)",19941117,www.jbsc.ac.kr,황인창,063-530-9114,063-532-3768,기존
2017,신동아학원,530,전주비전대학교,전문대학,전문대학(2년제),전북,사립,고등교육법,남녀공학,주야간,55069,"전라북도 전주시 완산구 천잠로 235 (효자동2가, 전주비전대학)",19760124,www.jvision.ac.kr,한영수,063-220-4114,063-220-3629,기존
2017,제주교육학원,532,제주관광대학교,전문대학,전문대학(2년제),제주,사립,고등교육법,남녀공학,주야간,63063,"제주특별자치도 제주시 애월읍 평화로 2715 (광령리, 제주관광대학)",19921211,www.ctc.ac.kr,김성규,064-740-8867,064-746-2827,기존
2017,조선대학교,534,조선이공대학교,전문대학,전문대학(2년제),광주,사립,고등교육법,남녀공학,주야간,61453,"광주광역시 동구 필문대로 309-1 (서석동, 조선이공대학)",19630128,www.cst.ac.kr,최영일,062-230-8092,062-230-8099,기존
2017,충북과학대학 법인,406,충북도립대학,전문대학,전문대학(2년제),충북,공립,고등교육법,남녀공학,주간,29046,충청북도 옥천군 옥천읍 대학길 15 (문정리),19980306,www.cpu.ac.kr,함승덕,043-220-5313,043-220-5319,기존
2017,주성학원,536,충북보건과학대학교,전문대학,전문대학(2년제),충북,사립,고등교육법,남녀공학,주야간,28150,"충청북도 청주시 청원구 내수읍 덕암길 10 (덕암리, 충북보건과학대학교)",19920312,www.chsu.ac.kr,박용석,043-210-8133,043-210-8305,기존
2017,충청학원,547,충청대학교,전문대학,전문대학(2년제),충북,사립,고등교육법,남녀공학,주야간,28171,"충청북도 청주시 흥덕구 강내면 월곡길 38 (월곡리, 충청대학)",19821210,www.ok.ac.kr,오경나,043-230-2114,043-230-2115,기존
2017,거영학원,565,한국관광대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주간,17306,"경기도 이천시 신둔면 이장로311번길 197-73 (고척리, 한국관광대학)",20010123,www.ktc.ac.kr,김성이,031-644-1000,031-644-1122,기존
2017,학교법인 한국승강기대학,570,한국승강기대학교,전문대학,전문대학(2년제),경남,사립,고등교육법,남녀공학,주간,50141,"경상남도 거창군 거창읍 운정1길 120 (송정리, 한국승강기대학)",20100301,www.klc.ac.kr,김천영,055-949-2220,055-949-2222,기존
2017,인산학원,522,한국영상대학교,전문대학,전문대학(2년제),세종,사립,고등교육법,남녀공학,주야간,30056,"세종특별자치시 장군면 대학길 300 (금암리, 한국영상대학)",19921211,www.pro.ac.kr,유재원,044-850-9000,044-850-9008,기존
2017,한양학원,554,한양여자대학교,전문대학,전문대학(2년제),서울,사립,고등교육법,여자,주야간,4763,"서울특별시 성동구 살곶이길 200 (사근동, 한양여자대학)",19741220,www.hywoman.ac.kr,이보숙,02-2290-2085,02-2290-2089,기존
2017,봉헌학원,555,한영대학,전문대학,전문대학(2년제),전남,사립,고등교육법,남녀공학,주야간,59720,"전라남도 여수시 장군산길 18-43 (여서동, 한영대학)",19921211,www.hanyeong.ac.kr,임정섭,061-650-4139,061-650-4020,기존
2017,호산교육재단,415,호산대학교,전문대학,전문대학(2년제),경북,사립,고등교육법,남녀공학,주야간,38428,"경상북도 경산시 하양읍 대경로105길 19 (부호리, 호산대학교)",19920309,www.hosan.ac.kr,박소경,053-850-8000,053-853-9715,기존
2017,상지학원(전문),410,가톨릭상지대학교,전문대학,전문대학(3년제),경북,사립,고등교육법,남녀공학,주야간,36686,"경상북도 안동시 상지길 45 (율세동, 가톨릭상지대학교)",19700310,www.csj.ac.kr,정일,054-851-3052,054-857-9590,기존
2017,정수학원,514,강릉영동대학교,전문대학,전문대학(3년제),강원,사립,고등교육법,남녀공학,주야간,25521,"강원도 강릉시 공제로 357 (홍제동, 강릉영동대학)",19830601,www.gyc.ac.kr,현인숙,033-610-0114,033-644-8809,기존
2017,강원도립대학 법인,2639,강원도립대학교,전문대학,전문대학(3년제),강원,공립,고등교육법,남녀공학,주간,25425,강원도 강릉시 주문진읍 연주로 270,19980317,www.gw.ac.kr,송승철,033-660-8000,033-660-8035,기존
2017,세영학원,412,거제대학교,전문대학,전문대학(3년제),경남,사립,고등교육법,남녀공학,주야간,53325,"경상남도 거제시 마전1길 91 (장승포동, 거제대학)",19891201,www.koje.ac.kr,전영기,055-680-1504,055-680-1517,기존
2017,동서학원,2640,경남정보대학교,전문대학,전문대학(3년제),부산,사립,고등교육법,남녀공학,주야간,47011,"부산광역시 사상구 주례로 45 (주례동, 경남정보대학교)",19710301,www.kit.ac.kr,추만석,051-324-5555,051-324-1858,기존
2017,경민학원,416,경민대학교,전문대학,전문대학(3년제),경기,사립,고등교육법,남녀공학,주야간,11618,"경기도 의정부시 서부로 545 (가능동, 경민대학)",19920302,www.kyungmin.ac.kr,이연신,031-828-7722,031-828-7733,기존
2017,학교법인 경복대학교,2641,경복대학교,전문대학,전문대학(3년제),경기,사립,고등교육법,남녀공학,주야간,12051,"경기도 남양주시 진접읍 경복대로 425 (금곡리, 경복대학교)",19911130,www.kbu.ac.kr,전지용,031-570-9901,031-570-9929,기존
2017,경영교육재단,2642,경북전문대학교,전문대학,전문대학(3년제),경북,사립,고등교육법,남녀공학,주야간,36133,"경상북도 영주시 대학로 77 (휴천동, 경북전문대학교)",19720301,www.kbc.ac.kr,최재혁,054-630-5114,054-632-0754,기존
2017,태양학원,422,경인여자대학교,전문대학,전문대학(3년제),인천,사립,고등교육법,여자,주야간,21041,"인천광역시 계양구 계양산로 63 (계산동, 경인여자대학)",19911130,www.kiwu.ac.kr,김길자,032-540-0114,032-545-2095,기존
2017,아신학원,435,고구려대학교,전문대학,전문대학(3년제),전남,사립,고등교육법,남녀공학,주야간,58280,"전라남도 나주시 다시면 백호로 125 (복암리, 고구려대학)",19950125,www.kgrc.ac.kr,김형배,061-330-7400,061-335-7128,기존
2017,양남학원,428,광양보건대학교,전문대학,전문대학(3년제),전남,사립,고등교육법,남녀공학,주간,57764,"전라남도 광양시 광양읍 한려대길 111 (덕례리, 광양보건대학)",19940315,www.gy.ac.kr,이성웅,061-760-1411,061-763-9009,기존
2017,전라기독학원,429,광주보건대학교,전문대학,전문대학(3년제),광주,사립,고등교육법,남녀공학,주간,62287,"광주광역시 광산구 북문대로419번길 73 (신창동, 광주보건대학)",19711223,www.ghu.ac.kr,김양혁,062-958-7500,062-953-4946,기존
2017,경암학원,411,군산간호대학교,전문대학,전문대학(3년제),전북,사립,고등교육법,남녀공학,주간,54068,"전라북도 군산시 동개정길 7 (개정동, 군산간호대학교)",19510701,www.kcn.ac.kr,김순자,063-450-3803,063-450-3809,기존
2017,광동학원,432,군장대학교,전문대학,전문대학(3년제),전북,사립,고등교육법,남녀공학,주야간,54045,"전라북도 군산시 성산면 군장대길 13 (도암리, 군장대학)",19940309,www.kunjang.ac.kr,이승우,063-450-8114,063-450-8116,기존
2017,광주기독병원교육재단,436,기독간호대학교,전문대학,전문대학(3년제),광주,사립,고등교육법,남녀공학,주간,61662,"광주광역시 남구 백서로70번길 6 (양림동, 기독간호대학)",19670321,www.ccn.ac.kr,총장 이숙희,062-650-8021,062-675-5806,기존
2017,김포대학,440,김포대학교,전문대학,전문대학(3년제),경기,사립,고등교육법,남녀공학,주간,10020,"경기도 김포시 월곶면 김포대학로 97 (포내리, 김포대학교)",19960301,www.kimpo.ac.kr,이돈희,031-999-4725,031-989-4389,기존
2017,영해학원,569,김해대학교,전문대학,전문대학(3년제),경남,사립,고등교육법,남녀공학,주야간,50811,"경상남도 김해시 삼안로112번길 198 (삼방동, 김해대학교)",20041201,www.gimhae.ac.kr,편금식,055-320-1600,055-322-2556,기존
2017,농협학원,441,농협대학교,전문대학,전문대학(3년제),경기,사립,고등교육법,남녀공학,주간,10292,"경기도 고양시 덕양구 서삼릉길 281 (원당동, 농협대학)",19621228,www.nonghyup.ac.kr,남성우,031-960-4000,031-960-4333,기존
2017,애광학원,2644,대구미래대학교,전문대학,전문대학(3년제),경북,사립,고등교육법,남녀공학,주야간,38607,"경상북도 경산시 미래로 114 (평산동, 대구미래대학)",19810301,www.dfc.ac.kr,이예숙,053-810-9405,053-802-3162,기존
2017,배영학숙,444,대구보건대학교,전문대학,전문대학(3년제),대구,사립,고등교육법,남녀공학,주야간,41453,"대구광역시 북구 영송로 15 (태전동, 대구보건대학)",19711223,www.dhc.ac.kr,남성희,053-320-1300,053-320-1239,기존
2017,대림학원,448,대림대학교,전문대학,전문대학(3년제),경기,사립,고등교육법,남녀공학,주야간,13916,"경기도 안양시 동안구 임곡로 29 (비산동, 대림대학교)",19770624,www.daelim.ac.kr,남중수,031-467-4756,031-446-8729,기존
2017,동남학원,457,동남보건대학교,전문대학,전문대학(3년제),경기,사립,고등교육법,남녀공학,주야간,16328,"경기도 수원시 장안구 천천로74번길 50 (정자동, 동남보건전문대학)",19731018,www.dongnam.ac.kr,홍종순,031-249-6333,031-249-6349,기존
2017,설봉학원,459,동부산대학교,전문대학,전문대학(3년제),부산,사립,고등교육법,남녀공학,주야간,48000,"부산광역시 해운대구 운봉길 60 (반송동, 동부산대학교)",19781228,www.dpc.ac.kr,최환언,051-542-8891,051-540-3844,기존
2017,공산학원,461,동아방송예술대학교,전문대학,전문대학(3년제),경기,사립,고등교육법,남녀공학,주간,17516,"경기도 안성시 삼죽면 동아예대길 47 (진촌리, 동아방송예술대학교)",19961226,www.dima.ac.kr,김준원,031-670-6600,031-670-6879,기존
2017,봉석학원,462,동아보건대학교,전문대학,전문대학(3년제),전남,사립,고등교육법,남녀공학,주야간,58439,"전라남도 영암군 학산면 영산로 76-57 (독천리, 동아보건대학교)",19940311,www.dongac.ac.kr,김경택,061-470-1613,061-470-1615,기존
2017,동양학원,463,동양미래대학교,전문대학,전문대학(3년제),서울,사립,고등교육법,남녀공학,주야간,8221,"서울특별시 구로구 경인로 445 (고척동, 동양미래대학)",19650421,www.dongyang.ac.kr,강석건,02-2610-1700,02-2688-5494,기존
2017,동원학원,465,동원대학교,전문대학,전문대학(3년제),경기,사립,고등교육법,남녀공학,주야간,12813,"경기도 광주시 곤지암읍 경충대로 26 (신촌리, 동원대학)",19951227,www.tw.ac.kr,모영기,1544-4114,031-763-9149,기존
2017,석파학원,467,동주대학교,전문대학,전문대학(3년제),부산,사립,고등교육법,남녀공학,주야간,49318,"부산광역시 사하구 사리로55번길 16 (괴정동, 동주대학)",19780216,www.dongju.ac.kr,김영탁,051-200-3300,051-201-5420,기존
2017,문화교육원,470,마산대학교,전문대학,전문대학(3년제),경남,사립,고등교육법,남녀공학,주야간,51217,"경상남도 창원시 마산회원구 내서읍 함마대로 2640 (용담리, 마산대학)",19560530,www.masan.ac.kr,오식완,055-230-1212,055-231-1177,기존
2017,명지학원,473,명지전문대학,전문대학,전문대학(3년제),서울,사립,고등교육법,남녀공학,주야간,3656,"서울특별시 서대문구 가좌로 134 (홍은동, 명지전문대학)",19740309,www.mjc.ac.kr,서용범(직위대행),02-300-1000,02-304-4832,기존
2017,영신학원,474,목포과학대학교,전문대학,전문대학(3년제),전남,사립,고등교육법,남녀공학,주야간,58644,"전라남도 목포시 영산로 413-1 (상동, 목포과학대학)",19760310,www.msu.ac.kr,박기종,061-278-8651~8,061-279-8838,기존
2017,배화학원,476,배화여자대학교,전문대학,전문대학(3년제),서울,사립,고등교육법,여자,주야간,3039,"서울특별시 종로구 필운대로1길 34 (필운동, 배화여자대학)",19780302,www.baewha.ac.kr,김숙자,02-399-0700,02-737-8431,기존
2017,삼육학원,483,삼육보건대학교,전문대학,전문대학(3년제),서울,사립,고등교육법,남녀공학,주야간,2500,"서울특별시 동대문구 망우로 82 (휘경동, 삼육보건대학)",19360401,www.shu.ac.kr,박두한,02-2212-0082,02-2215-2380,기존
2017,원석학원,2645,서라벌대학교,전문대학,전문대학(3년제),경북,사립,고등교육법,남녀공학,주야간,38057,"경상북도 경주시 태종로 478-20 (충효동, 서라벌대학)",19810121,www.sorabol.ac.kr,김재홍,054-770-3500,054-741-5429,기존
2017,서강학원,2646,서영대학교,전문대학,전문대학(3년제),광주,사립,고등교육법,남녀공학,주야간,61268,"광주광역시 북구 서강로 1 (운암동, 서영대학교)",19790301,www.seoyeong.ac.kr,김정수,062-520-5114,062-523-4606,기존
2017,의담학회,487,서울여자간호대학교,전문대학,전문대학(3년제),서울,사립,고등교육법,여자,주야간,3617,"서울특별시 서대문구 간호대로 38 (홍제동, 서울여자간호대학)",19540528,www.snjc.ac.kr,김종수,02-2287-1771,02-395-8018,기존
2017,동랑예술원,489,서울예술대학교,전문대학,전문대학(3년제),경기,사립,고등교육법,남녀공학,주간,15263,"경기도 안산시 단원구 예술대학로 171 (고잔동, 서울예술대학)",19620412,www.seoularts.ac.kr,유덕형,031-412-7100,031-412-7109,기존
2017,서정학원,566,서정대학교,전문대학,전문대학(3년제),경기,사립,고등교육법,남녀공학,주야간,11429,"경기도 양주시 은현면 화합로 1049-56 (용암리, 서정대학)",20021119,www.seojeong.ac.kr,김홍용,031-859-6900,031-859-6904,기존
2017,군산기독학원,431,서해대학,전문대학,전문대학(3년제),전북,사립,고등교육법,남녀공학,주야간,54116,"전라북도 군산시 서해대길 6 (오룡동, 서해대학)",19740321,www.sohae.ac.kr,이송재(직무대행),063-460-9126,063-460-9325,기존
2017,인산교육재단,550,선린대학교,전문대학,전문대학(3년제),경북,사립,고등교육법,남녀공학,주야간,37560,"경상북도 포항시 북구 흥해읍 초곡길36번길 30 (초곡리, 선린대학)",19690320,www.sunlin.ac.kr,변효철,054-260-5000,054-261-9455,기존
2017,학교법인 윤정학원,2647,성덕대학교,전문대학,전문대학(3년제),경북,사립,고등교육법,남녀공학,주간,38801,"경상북도 영천시 신녕면 대학길 105 (화남리, 성덕대학교)",19961226,www.sdc.ac.kr,윤지현,054-330-8800,054-330-8810,기존
2017,성요셉교육재단,2649,수성대학교,전문대학,전문대학(3년제),대구,사립,고등교육법,남녀공학,주야간,42078,"대구광역시 수성구 달구벌대로528길 15 (만촌동, 수성대학교)",19731219,www.sc.ac.kr,김선순,053-749-7000,053-751-1823,기존
2017,태촌학원,502,신성대학교,전문대학,전문대학(3년제),충남,사립,고등교육법,남녀공학,주야간,31801,"충청남도 당진시 정미면 대학로 1 (덕마리, 신성대학교)",19950301,www.shinsung.ac.kr,김병묵,041-350-1114,041-350-1075,기존
